workbook_id,category,sheet_index,sheet_id,observed_unit,canonical_unit,dimension,canonical_si_unit,conversion_kind,si_multiplier,si_offset,pressure_basis,temperature_kind,reference_state,quantity_kind,evidence_source,evidence_confidence,occurrences,normalization_hazard
03d6e377ebce5434,cementing-casing,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
03d6e377ebce5434,cementing-casing,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,58,
03d6e377ebce5434,cementing-casing,1,s0001,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,number-format,medium,2,
03d6e377ebce5434,cementing-casing,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,number-format,medium,1,mass-density-vs-mud-weight-gradient
03d6e377ebce5434,cementing-casing,1,s0001,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,number-format,medium,2,gauge-vs-absolute-and-pressure-vs-stress
04fb7368e003571e,hydraulics,3,s0003,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,6,actual-vs-standard-reference-state
04fb7368e003571e,hydraulics,3,s0003,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
04fb7368e003571e,hydraulics,3,s0003,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,5,gauge-vs-absolute-and-pressure-vs-stress
04fb7368e003571e,hydraulics,3,s0003,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,6,
04fb7368e003571e,hydraulics,1,s0001,cP,cP,dynamic_viscosity,Pa*s,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,dynamic_viscosity,cell-text,high,2,
04fb7368e003571e,hydraulics,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,4,
04fb7368e003571e,hydraulics,1,s0001,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,1,
04fb7368e003571e,hydraulics,1,s0001,ft^2,ft^2,area,m^2,scale,0.09290304,0.0,not-applicable,not-applicable,not-applicable,area,cell-text,high,2,
04fb7368e003571e,hydraulics,1,s0001,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,1,actual-vs-standard-reference-state
04fb7368e003571e,hydraulics,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
04fb7368e003571e,hydraulics,1,s0001,min,min,time,s,scale,60.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,1,
04fb7368e003571e,hydraulics,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
04fb7368e003571e,hydraulics,1,s0001,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,1,gauge-vs-absolute-and-pressure-vs-stress
04fb7368e003571e,hydraulics,1,s0001,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,1,
04fb7368e003571e,hydraulics,2,s0002,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,20,
04fb7368e003571e,hydraulics,2,s0002,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,10,
04fb7368e003571e,hydraulics,2,s0002,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,10,actual-vs-standard-reference-state
04fb7368e003571e,hydraulics,2,s0002,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,60,gauge-vs-absolute-and-pressure-vs-stress
04fb7368e003571e,hydraulics,2,s0002,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,10,
08779a41064fe720,well-control,1,s0001,h,h,time,s,scale,3600.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,2,
08779a41064fe720,well-control,1,s0001,lbm/ft^3,lbm/ft^3,density,kg/m^3,scale,16.018463374,0.0,not-applicable,not-applicable,not-applicable,density,cell-text,high,1,mass-density-vs-mud-weight-gradient
08779a41064fe720,well-control,1,s0001,specific-gravity,specific-gravity,density_ratio,1,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density_ratio,cell-text,high,3,
0bd17e3b1ef5840f,hydraulics,3,s0003,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,6,actual-vs-standard-reference-state
0bd17e3b1ef5840f,hydraulics,3,s0003,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
0bd17e3b1ef5840f,hydraulics,3,s0003,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,5,gauge-vs-absolute-and-pressure-vs-stress
0bd17e3b1ef5840f,hydraulics,3,s0003,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,6,
0bd17e3b1ef5840f,hydraulics,1,s0001,cP,cP,dynamic_viscosity,Pa*s,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,dynamic_viscosity,cell-text,high,1,
0bd17e3b1ef5840f,hydraulics,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
0bd17e3b1ef5840f,hydraulics,1,s0001,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,1,
0bd17e3b1ef5840f,hydraulics,1,s0001,ft^2,ft^2,area,m^2,scale,0.09290304,0.0,not-applicable,not-applicable,not-applicable,area,cell-text,high,4,
0bd17e3b1ef5840f,hydraulics,1,s0001,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,1,actual-vs-standard-reference-state
0bd17e3b1ef5840f,hydraulics,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
0bd17e3b1ef5840f,hydraulics,1,s0001,min,min,time,s,scale,60.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,1,
0bd17e3b1ef5840f,hydraulics,1,s0001,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,number-format,medium,1,
0bd17e3b1ef5840f,hydraulics,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
0bd17e3b1ef5840f,hydraulics,1,s0001,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,1,gauge-vs-absolute-and-pressure-vs-stress
0bd17e3b1ef5840f,hydraulics,1,s0001,rad,rad,angle,rad,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,1,
0bd17e3b1ef5840f,hydraulics,1,s0001,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,1,
0bd17e3b1ef5840f,hydraulics,2,s0002,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,20,
0bd17e3b1ef5840f,hydraulics,2,s0002,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,10,
0bd17e3b1ef5840f,hydraulics,2,s0002,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,10,actual-vs-standard-reference-state
0bd17e3b1ef5840f,hydraulics,2,s0002,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,60,gauge-vs-absolute-and-pressure-vs-stress
0bd17e3b1ef5840f,hydraulics,2,s0002,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,10,
10ad89a67b02b3a8,bha-tools,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,7,
10ad89a67b02b3a8,bha-tools,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
10ad89a67b02b3a8,bha-tools,1,s0001,rad,rad,angle,rad,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,4,s0004,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,4,s0004,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,4,s0004,s,s,time,s,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,1,
10ad89a67b02b3a8,bha-tools,3,s0003,deg,deg,angle,rad,scale,0.01745329252,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,3,s0003,deg/30m,deg/30m,curvature,rad/m,scale,0.0005817764,0.0,not-applicable,not-applicable,not-applicable,curvature,cell-text,high,1,interval-basis-and-angle-convention
10ad89a67b02b3a8,bha-tools,3,s0003,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,3,s0003,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
10ad89a67b02b3a8,bha-tools,3,s0003,rad,rad,angle,rad,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,3,s0003,MPa,MPa,pressure,Pa,scale,1000000.0,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,4,gauge-vs-absolute-and-pressure-vs-stress
17219f0e78ccdcfd,bha-tools,3,s0003,kg/m^3,kg/m^3,density,kg/m^3,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density,cell-text,high,1,mass-density-vs-mud-weight-gradient
17219f0e78ccdcfd,bha-tools,3,s0003,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,3,s0003,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
17219f0e78ccdcfd,bha-tools,1,s0001,kN,kN,force,N,scale,1000.0,0.0,not-applicable,not-applicable,not-applicable,force,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,1,s0001,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,1,s0001,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,2,s0002,MPa,MPa,pressure,Pa,scale,1000000.0,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,4,gauge-vs-absolute-and-pressure-vs-stress
17219f0e78ccdcfd,bha-tools,2,s0002,kg/m^3,kg/m^3,density,kg/m^3,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density,cell-text,high,1,mass-density-vs-mud-weight-gradient
17219f0e78ccdcfd,bha-tools,2,s0002,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,2,s0002,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,4,
17219f0e78ccdcfd,bha-tools,4,s0004,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,4,s0004,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,4,s0004,kN,kN,force,N,scale,1000.0,0.0,not-applicable,not-applicable,not-applicable,force,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,4,s0004,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,4,s0004,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,5,s0005,MPa,MPa,pressure,Pa,scale,1000000.0,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,4,gauge-vs-absolute-and-pressure-vs-stress
17219f0e78ccdcfd,bha-tools,5,s0005,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
17219f0e78ccdcfd,bha-tools,5,s0005,kg/m^3,kg/m^3,density,kg/m^3,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density,cell-text,high,1,mass-density-vs-mud-weight-gradient
17219f0e78ccdcfd,bha-tools,5,s0005,lbf,lbf,force,N,scale,4.4482216153,0.0,not-applicable,not-applicable,not-applicable,force,cell-text,high,2,
17219f0e78ccdcfd,bha-tools,5,s0005,lbm/ft,lbm/ft,linear_mass,kg/m,scale,1.4881639436,0.0,not-applicable,not-applicable,not-applicable,linear_mass,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,5,s0005,lbm/ft^3,lbm/ft^3,density,kg/m^3,scale,16.018463374,0.0,not-applicable,not-applicable,not-applicable,density,cell-text,high,1,mass-density-vs-mud-weight-gradient
17219f0e78ccdcfd,bha-tools,5,s0005,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,1,
17219f0e78ccdcfd,bha-tools,5,s0005,mm,mm,length,m,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
17219f0e78ccdcfd,bha-tools,5,s0005,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,4,gauge-vs-absolute-and-pressure-vs-stress
1d0b997e43f13c8f,torque-drag-drillstring,3,s0003,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1d0b997e43f13c8f,torque-drag-drillstring,3,s0003,ft*lbf,ft*lbf,torque,N*m,scale,1.3558179483,0.0,not-applicable,not-applicable,not-applicable,torque,cell-text,high,1,torque-vs-energy
1d0b997e43f13c8f,torque-drag-drillstring,3,s0003,lbf,lbf,force,N,scale,4.4482216153,0.0,not-applicable,not-applicable,not-applicable,force,cell-text,high,2,
1d0b997e43f13c8f,torque-drag-drillstring,4,s0004,deg,deg,angle,rad,scale,0.01745329252,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,2,
1d0b997e43f13c8f,torque-drag-drillstring,4,s0004,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1d0b997e43f13c8f,torque-drag-drillstring,4,s0004,ft*lbf,ft*lbf,torque,N*m,scale,1.3558179483,0.0,not-applicable,not-applicable,not-applicable,torque,cell-text,high,1,torque-vs-energy
1d0b997e43f13c8f,torque-drag-drillstring,4,s0004,lbf,lbf,force,N,scale,4.4482216153,0.0,not-applicable,not-applicable,not-applicable,force,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,cP,cP,dynamic_viscosity,Pa*s,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,dynamic_viscosity,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,7,
1e6e0ff76799305d,hydraulics,1,s0001,ft^2,ft^2,area,m^2,scale,0.09290304,0.0,not-applicable,not-applicable,not-applicable,area,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,3,actual-vs-standard-reference-state
1e6e0ff76799305d,hydraulics,1,s0001,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,5,
1e6e0ff76799305d,hydraulics,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,in^2,in^2,area,m^2,scale,0.00064516,0.0,not-applicable,not-applicable,not-applicable,area,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,min,min,time,s,scale,60.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,percent,percent,fraction,1,scale,0.01,0.0,not-applicable,not-applicable,not-applicable,fraction,cell-text,high,2,
1e6e0ff76799305d,hydraulics,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,5,mass-density-vs-mud-weight-gradient
1e6e0ff76799305d,hydraulics,1,s0001,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,2,gauge-vs-absolute-and-pressure-vs-stress
1e6e0ff76799305d,hydraulics,1,s0001,strokes/min,strokes/min,pump_rate,1/s,scale,0.016666666666666666,0.0,not-applicable,not-applicable,not-applicable,pump_rate,cell-text,high,3,
1e6f56798a002c5f,torque-drag-drillstring,1,s0001,deg,deg,angle,rad,scale,0.01745329252,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,2,
1e6f56798a002c5f,torque-drag-drillstring,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
1e6ff4d7941da18d,hydraulics,3,s0003,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,6,actual-vs-standard-reference-state
1e6ff4d7941da18d,hydraulics,3,s0003,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
1e6ff4d7941da18d,hydraulics,3,s0003,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,5,gauge-vs-absolute-and-pressure-vs-stress
1e6ff4d7941da18d,hydraulics,3,s0003,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,6,
1e6ff4d7941da18d,hydraulics,1,s0001,cP,cP,dynamic_viscosity,Pa*s,scale,0.001,0.0,not-applicable,not-applicable,not-applicable,dynamic_viscosity,cell-text,high,1,
1e6ff4d7941da18d,hydraulics,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e6ff4d7941da18d,hydraulics,1,s0001,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,1,
1e6ff4d7941da18d,hydraulics,1,s0001,ft^2,ft^2,area,m^2,scale,0.09290304,0.0,not-applicable,not-applicable,not-applicable,area,cell-text,high,4,
1e6ff4d7941da18d,hydraulics,1,s0001,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,1,actual-vs-standard-reference-state
1e6ff4d7941da18d,hydraulics,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,5,
1e6ff4d7941da18d,hydraulics,1,s0001,min,min,time,s,scale,60.0,0.0,not-applicable,not-applicable,not-applicable,time,cell-text,high,1,
1e6ff4d7941da18d,hydraulics,1,s0001,ppg,ppg,density,kg/m^3,scale,119.82642732,0.0,not-applicable,not-applicable,not-applicable,mass-density-or-mud-weight,cell-text,high,1,mass-density-vs-mud-weight-gradient
1e6ff4d7941da18d,hydraulics,1,s0001,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,1,gauge-vs-absolute-and-pressure-vs-stress
1e6ff4d7941da18d,hydraulics,1,s0001,rad,rad,angle,rad,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,angle,cell-text,high,1,
1e6ff4d7941da18d,hydraulics,1,s0001,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,1,
1e6ff4d7941da18d,hydraulics,2,s0002,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,20,
1e6ff4d7941da18d,hydraulics,2,s0002,ft/h,ft/h,penetration_rate,m/s,scale,8.466666666666667e-05,0.0,not-applicable,not-applicable,not-applicable,penetration_rate,cell-text,high,10,
1e6ff4d7941da18d,hydraulics,2,s0002,gal/min,gal/min,volumetric_flow,m^3/s,scale,6.30901964e-05,0.0,not-applicable,not-applicable,context-required,volumetric_flow,cell-text,high,10,actual-vs-standard-reference-state
1e6ff4d7941da18d,hydraulics,2,s0002,psi,psi,pressure,Pa,scale,6894.757293168,0.0,unspecified,not-applicable,not-applicable,pressure,cell-text,high,60,gauge-vs-absolute-and-pressure-vs-stress
1e6ff4d7941da18d,hydraulics,2,s0002,rpm,rpm,rotational_speed,rad/s,scale,0.1047197551,0.0,not-applicable,not-applicable,not-applicable,rotational_speed,cell-text,high,10,
1e714a35863a0d7e,bha-tools,6,s0006,bbl,bbl,volume,m^3,scale,0.158987294928,0.0,not-applicable,not-applicable,context-required,volume,cell-text,high,2,actual-vs-standard-reference-state
1e714a35863a0d7e,bha-tools,6,s0006,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e714a35863a0d7e,bha-tools,6,s0006,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,1,
1e714a35863a0d7e,bha-tools,6,s0006,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e714a35863a0d7e,bha-tools,6,s0006,kg,kg,mass,kg,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,mass,cell-text,high,4,
1e714a35863a0d7e,bha-tools,6,s0006,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,3,
1e714a35863a0d7e,bha-tools,6,s0006,specific-gravity,specific-gravity,density_ratio,1,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density_ratio,cell-text,high,1,
1e714a35863a0d7e,bha-tools,7,s0007,bbl,bbl,volume,m^3,scale,0.158987294928,0.0,not-applicable,not-applicable,context-required,volume,cell-text,high,2,actual-vs-standard-reference-state
1e714a35863a0d7e,bha-tools,7,s0007,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e714a35863a0d7e,bha-tools,7,s0007,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,1,
1e714a35863a0d7e,bha-tools,7,s0007,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e714a35863a0d7e,bha-tools,7,s0007,kg,kg,mass,kg,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,mass,cell-text,high,4,
1e714a35863a0d7e,bha-tools,7,s0007,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,3,
1e714a35863a0d7e,bha-tools,7,s0007,specific-gravity,specific-gravity,density_ratio,1,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density_ratio,cell-text,high,1,
1e714a35863a0d7e,bha-tools,1,s0001,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e714a35863a0d7e,bha-tools,1,s0001,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,1,
1e714a35863a0d7e,bha-tools,1,s0001,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e714a35863a0d7e,bha-tools,1,s0001,kg,kg,mass,kg,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,mass,cell-text,high,4,
1e714a35863a0d7e,bha-tools,1,s0001,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,3,
1e714a35863a0d7e,bha-tools,1,s0001,specific-gravity,specific-gravity,density_ratio,1,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density_ratio,cell-text,high,1,
1e714a35863a0d7e,bha-tools,10,s0010,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e714a35863a0d7e,bha-tools,10,s0010,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,1,
1e714a35863a0d7e,bha-tools,10,s0010,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e714a35863a0d7e,bha-tools,10,s0010,kg,kg,mass,kg,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,mass,cell-text,high,4,
1e714a35863a0d7e,bha-tools,10,s0010,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,3,
1e714a35863a0d7e,bha-tools,10,s0010,specific-gravity,specific-gravity,density_ratio,1,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,density_ratio,cell-text,high,1,
1e714a35863a0d7e,bha-tools,11,s0011,ft,ft,length,m,scale,0.3048,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,2,
1e714a35863a0d7e,bha-tools,11,s0011,hp,hp,power,W,scale,745.69987158,0.0,not-applicable,not-applicable,not-applicable,power,cell-text,high,1,
1e714a35863a0d7e,bha-tools,11,s0011,in,in,length,m,scale,0.0254,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,9,
1e714a35863a0d7e,bha-tools,11,s0011,kg,kg,mass,kg,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,mass,cell-text,high,4,
1e714a35863a0d7e,bha-tools,11,s0011,m,m,length,m,scale,1.0,0.0,not-applicable,not-applicable,not-applicable,length,cell-text,high,3,
