workbook_id,category,extension,bytes,integrity_matches_index,extraction_method,extraction_status,static_coverage,sheet_count,hidden_sheet_count,very_hidden_sheet_count,macro_sheet_count,formula_cells,formula_families,defined_names,unit_dimensions,canonical_units,calculation_topics,external_reference_formulas,volatile_formula_cells,iterative_calculation,vba_status,vba_pcode_inspection,has_vba,vba_modules,vba_procedures,event_procedures,macro_indicator_count
7d8cc3b6df44e74a,bha-tools,.xlsm,116113,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,2,0,0,0,0,0,30,,,bha.geometry,0,0,,ok,enabled,True,4,4,0,6
7e5801830b4e42cc,hydraulics,.xlsb,28567,True,calamine-static,ok,calamine-supported-records-and-vba-complete,2,0,0,0,134,38,4,density|power|pressure|time|volumetric_flow,gal/min|hp|ppg|psi|s,hydraulics.bit-nozzle,0,2,,ok,enabled,False,0,0,0,0
7e74eb7c519c8177,bha-tools,.xlsx,862535,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,9,0,0,0,772,38,29,angle|curvature|density|length|rotational_speed|volume,deg|deg/30m|ft|gal|in|m|mm|ppg|rad|rpm,bha.geometry|cross-cutting.lookup|directional.coordinates|directional.trajectory|torque-drag.connection-capacity,0,0,,ok,enabled,False,0,0,0,0
7ebe5b47d502226d,bha-tools,.xlsx,853775,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,7,0,0,0,762,36,29,angle|curvature|density|length|rotational_speed|volume,deg|deg/30m|ft|gal|in|m|mm|ppg|rad|rpm,bha.geometry|cross-cutting.lookup|directional.coordinates|directional.trajectory|torque-drag.connection-capacity,0,0,,ok,enabled,False,0,0,0,0
80929f251aead383,hydraulics,.xlsx,1036271,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,4,0,0,0,271,3,0,angle|area|density|dynamic_viscosity|length|penetration_rate|pressure|rotational_speed|time|volumetric_flow,cP|ft|ft/h|ft^2|gal/min|in|min|mm|ppg|psi|rad|rpm,cross-cutting.validation|hydraulics.equivalent-circulating-density|hydraulics.unresolved,0,0,,ok,enabled,False,0,0,0,0
86bfc7a842aae7f0,hydraulics,.xlsx,12630,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,3,0,0,0,43,1,0,area|density|dynamic_viscosity,cP|ft^2|ppg,hydraulics.unresolved,0,0,,ok,enabled,False,0,0,0,0
86e1a87c92bcaf52,bha-tools,.xlsm,33318,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,5,0,0,0,32,4,0,density|force|length|linear_mass|pressure,MPa|ft|in|kN|kg/m^3|lbf|lbm/ft|lbm/ft^3|m|mm|psi,bha.geometry|bha.unresolved|hydraulics.fluid-properties,0,0,,ok,enabled,True,6,8,8,1
8798ede1448cb8e6,bha-tools,.xls,17920,True,calamine-static,ok,calamine-supported-records-and-vba-complete,3,0,0,0,7,7,6,time,min,bha.geometry|bha.motor-performance|cross-cutting.lookup,0,0,,ok,enabled,False,0,0,0,0
8b22cd9c8f783873,bha-tools,.xls,860160,True,calamine-static,ok,calamine-supported-records-and-vba-complete,22,0,0,0,291,157,22,density_ratio|length|mass|power|time|volume,bbl|ft|hp|in|kg|m|s|specific-gravity,bha.geometry|torque-drag.connection-capacity,0,0,,ok,enabled,False,0,0,0,0
8c2e041f05eb97d0,general-drilling,.xls,572416,True,calamine-static,ok,calamine-supported-records-and-vba-complete,30,9,0,0,147,85,93,angle|density|dynamic_viscosity|fraction|length|linear_mass|mass_fraction|power|pressure|pressure_gradient|temperature|time|volume|volumetric_flow,bbl|bbl/min|cP|degF|ft|g/cm^3|gal|h|hp|in|lbm/ft|lbm/gal|min|percent|ppg|ppm|psi|psi/ft|rad,casing.capacity|cementing.volume|cross-cutting.lookup|cross-cutting.unit-conversion|general-drilling.unresolved|hydraulics.bit-nozzle|hydraulics.equivalent-circulating-density|hydraulics.fluid-properties|hydraulics.hydrostatic-pressure|hydraulics.pressure-loss,0,11,,ok,enabled,True,8,92,0,10
919d5d19a825b186,hydraulics,.xls,58368,True,calamine-static,ok,calamine-supported-records-and-vba-complete,2,0,1,0,25,13,5,area|density|length|power|pressure|volumetric_flow,ft|ft^2|gal/min|hp|in|kg/m^3|psi,bha.motor-performance|hydraulics.annular-velocity|hydraulics.pressure-loss|hydraulics.reynolds-number|hydraulics.unresolved,0,15,,ok,enabled,True,4,0,0,1
9900762f1edd4ae6,directional,.xls,4738048,True,calamine-static,ok,calamine-supported-records-and-vba-complete,10,0,0,0,2267,124,9615,angle|fraction|length|time,deg|ft|h|percent|rad|s,cross-cutting.lookup|directional.coordinates|directional.dogleg-severity|directional.unresolved|torque-drag.connection-capacity,0,0,,ok,enabled,True,11,15,0,6
99541520e60d10a5,hydraulics,.xlsx,3206920,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,3,0,0,0,12828,1,0,fraction,percent,cross-cutting.validation|hydraulics.reynolds-number,0,0,,ok,enabled,False,0,0,0,0
9c1a98952c10d8be,bha-tools,.xlsx,285769,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,4,0,0,0,250,16,0,angle|curvature|density|length,deg|deg/30m|ft|m|ppg|rad,bha.geometry|directional.coordinates|torque-drag.connection-capacity,0,0,,ok,enabled,False,0,0,0,0
9d94e7c93c53521d,hydraulics,.xlsx,23830408,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,3,0,0,0,134748,8,0,,,hydraulics.reynolds-number|hydraulics.unresolved,0,0,,ok,enabled,False,0,0,0,0
9dbc746eb3c5e468,cementing-casing,.xls,77312,True,calamine-static,ok,calamine-supported-records-and-vba-complete,1,0,0,0,22,9,20,density|length|pressure|time,ft|in|ppg|psi|s,casing-cementing.unresolved|casing.strength|cross-cutting.lookup|torque-drag.stress-capacity,0,0,,ok,enabled,False,0,0,0,0
a09760979bc979fd,torque-drag-drillstring,.xlsm,155387,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,12,0,0,0,563,52,6,density|fraction|length|linear_mass|pressure,ft|in|lbm/ft|percent|ppg|psi,bha.geometry|casing.strength|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.unresolved,0,0,,ok,enabled,True,2,9,0,1
a152748f5aed45bb,hydraulics,.xlsx,8746,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,3,0,0,0,0,0,0,,,,0,0,,ok,enabled,False,0,0,0,0
a20de360a6901fad,bha-tools,.xlsm,8181407,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,45,2,0,0,50671,179,105,angle|angular_velocity|area|curvature|density|density_ratio|dynamic_viscosity|energy|force|fraction|frequency|length|linear_mass|mass|mass_fraction|penetration_rate|power|pressure|pressure_gradient|pump_rate|rotational_speed|specific_heat_capacity|temperature|temperature_gradient|time|torque|velocity|volume|volumetric_flow|yield_stress,Btu|Hz|J|J/(kg*K)|K|L/min|L/s|MPa|MPa/m|N|N*m|Pa|W|bar|bbl|bbl/min|cP|cm|deg|deg/100ft|deg/30m|degC|degC/100m|degF|degF/100ft|ft|ft*lbf|ft/h|ft/min|ft/s|ft^2|ft^3|g/cm^3|gal|gal/min|h|hp|in|in^2|in^3|kJ|kJ/(kg*K)|kN|kN*m|kPa|kPa/m|kW|kg|kg/m|kg/m^3|klbf|ksi|lbf|lbf/(100*ft^2)|lbm|lbm/ft|lbm/ft^3|lbm/gal|m|m/h|m/s|m^2|m^3|m^3/min|m^3/s|min|mm|percent|ppg|ppm|psi|psi/ft|psia|psig|rad|rad/s|rpm|s|specific-gravity|strokes/min,bha.geometry|bha.unresolved|cross-cutting.unit-conversion|directional.coordinates|directional.dogleg-severity|directional.toolface|hydraulics.bit-nozzle|hydraulics.hydrostatic-pressure|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.stress-capacity,0,72,,ok,enabled,True,46,10,1,3
a86a606c50c1000a,hydraulics,.xls,93184,True,calamine-static,ok,calamine-supported-records-and-vba-complete,4,0,0,0,32,14,3,area|dynamic_viscosity|mass|power|pressure|rotational_speed|temperature|time|volume|volumetric_flow,L/s|cP|degC|ft^2|hp|kg|m^3|psi|rpm|s,hydraulics.unresolved,0,0,,ok,enabled,False,0,0,0,0
aaa642ca1d4178f6,hydraulics,.xlsx,472283,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,4,0,0,0,521,3,0,angle|area|density|dynamic_viscosity|length|penetration_rate|pressure|rotational_speed|time|volumetric_flow,cP|ft|ft/h|ft^2|gal/min|in|min|mm|ppg|psi|rad|rpm,cross-cutting.validation|hydraulics.equivalent-circulating-density|hydraulics.pressure-loss|hydraulics.unresolved,0,0,,ok,enabled,False,0,0,0,0
ad8281d5b5ff5bf8,torque-drag-drillstring,.xls,15872,True,calamine-static,ok,calamine-supported-records-and-vba-complete,1,0,0,0,4,4,0,length,ft|in|m,torque-drag.unresolved,0,0,,ok,enabled,False,0,0,0,0
ae621c1b35daafb1,directional,.xlsx,14896,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,2,0,0,0,25,13,0,angle|length,ft|rad,directional.coordinates|directional.dogleg-severity|directional.unresolved,0,0,,ok,enabled,False,0,0,0,0
ae768ddc41b85b6f,cementing-casing,.xlsx,23417,True,openpyxl-read-only,ok,ooxml-formulas-names-and-vba-complete,1,0,0,0,0,0,0,,,,0,0,,ok,enabled,False,0,0,0,0
ae9533001ab5aa68,torque-drag-drillstring,.xls,26112,True,calamine-static,ok,calamine-supported-records-and-vba-complete,3,0,0,0,29,23,0,angle|area|length|pressure|time,deg|ft|h|in|in^2|psi|rad,bha.bending-loading|torque-drag.stress-capacity|torque-drag.unresolved,0,0,,ok,enabled,False,0,0,0,0
aeba21cbab05dedc,hydraulics,.xls,84480,True,calamine-static,ok,calamine-supported-records-and-vba-complete,1,0,0,0,175,55,4,density|fraction|length|power|pressure|pump_rate|time|volumetric_flow,ft|gal/min|hp|percent|ppg|psi|s|strokes/min,hydraulics.bit-nozzle|hydraulics.equivalent-circulating-density|hydraulics.hole-cleaning|hydraulics.rheology|hydraulics.unresolved,0,1,,ok,enabled,False,0,0,0,0
