workbook_id,category,module_id,record_id,record_kind,module_kind,procedure_kind,visibility,execution_trigger,source_status,source_lines,executable_lines,calculation_topics,detected_units,risk_signals
b147eb91b2f2fd18,thermal,m0108,m0108-p0014,procedure,user-form,sub,private,explicit-call,available,34,25,,bbl/min|rpm,
b147eb91b2f2fd18,thermal,m0108,m0108-p0015,procedure,user-form,sub,private,explicit-call,available,52,41,,bbl/min|mm|rpm,
b147eb91b2f2fd18,thermal,m0108,m0108-p0016,procedure,user-form,sub,private,explicit-call,available,16,4,cross-cutting.unit-conversion,gal/min|psi,
b147eb91b2f2fd18,thermal,m0108,m0108-p0017,procedure,user-form,sub,private,explicit-call,available,16,4,cross-cutting.unit-conversion,kPa,
b147eb91b2f2fd18,thermal,m0108,m0108-p0018,procedure,user-form,sub,private,explicit-call,available,74,57,,bbl/min|m|rpm,
b147eb91b2f2fd18,thermal,m0108,m0108-p0019,procedure,user-form,sub,private,explicit-call,available,3,3,,,
b147eb91b2f2fd18,thermal,m0108,m0108-p0020,procedure,user-form,sub,private,explicit-call,available,23,19,,bbl/min|rpm,
b147eb91b2f2fd18,thermal,m0108,m0108-p0021,procedure,user-form,sub,private,explicit-call,available,25,21,,bbl/min|rpm,
b147eb91b2f2fd18,thermal,m0108,m0108-p0022,procedure,user-form,sub,private,explicit-call,available,18,14,,,
b147eb91b2f2fd18,thermal,m0109,m0109,module,user-form,,,,available,0,0,,,
b147eb91b2f2fd18,thermal,m0110,m0110,module,standard-module,,,,available,985,0,bha.geometry|bha.motor-performance|cross-cutting.lookup|cross-cutting.unit-conversion,N|bbl/min|ft|gal/min|hp|kPa|kW|mm|percent|psi|rpm,
b147eb91b2f2fd18,thermal,m0110,m0110-p0001,procedure,standard-module,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0110,m0110-p0002,procedure,standard-module,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0110,m0110-p0003,procedure,standard-module,sub,public,explicit-call,available,84,61,cross-cutting.unit-conversion,bbl/min|mm|rpm,
b147eb91b2f2fd18,thermal,m0110,m0110-p0004,procedure,standard-module,sub,public,explicit-call,available,86,66,bha.motor-performance|cross-cutting.lookup,,
b147eb91b2f2fd18,thermal,m0110,m0110-p0005,procedure,standard-module,sub,public,explicit-call,available,517,352,,ft|gal/min|hp|kPa|kW|mm|percent|psi|rpm,
b147eb91b2f2fd18,thermal,m0110,m0110-p0006,procedure,standard-module,sub,public,explicit-call,available,81,59,,bbl/min|mm|rpm,
b147eb91b2f2fd18,thermal,m0110,m0110-p0007,procedure,standard-module,sub,public,explicit-call,available,77,52,bha.geometry|cross-cutting.unit-conversion,N|bbl/min|rpm,
b147eb91b2f2fd18,thermal,m0110,m0110-p0008,procedure,standard-module,sub,public,explicit-call,available,6,3,,,
b147eb91b2f2fd18,thermal,m0110,m0110-p0009,procedure,standard-module,sub,public,explicit-call,available,19,16,,,
b147eb91b2f2fd18,thermal,m0110,m0110-p0010,procedure,standard-module,sub,public,explicit-call,available,88,69,bha.motor-performance,hp|rpm,
b147eb91b2f2fd18,thermal,m0111,m0111,module,user-form,,,,available,8,0,,,
b147eb91b2f2fd18,thermal,m0111,m0111-p0001,procedure,user-form,sub,private,explicit-call,available,3,3,,,
b147eb91b2f2fd18,thermal,m0111,m0111-p0002,procedure,user-form,sub,private,explicit-call,available,4,4,,,
b147eb91b2f2fd18,thermal,m0112,m0112,module,user-form,,,,available,428,0,cross-cutting.lookup,hp|rpm,
b147eb91b2f2fd18,thermal,m0112,m0112-p0001,procedure,user-form,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0002,procedure,user-form,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0003,procedure,user-form,sub,private,explicit-call,available,29,19,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0004,procedure,user-form,sub,private,explicit-call,available,29,19,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0005,procedure,user-form,sub,private,explicit-call,available,26,20,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0006,procedure,user-form,sub,private,explicit-call,available,26,20,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0007,procedure,user-form,sub,private,explicit-call,available,3,3,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0008,procedure,user-form,sub,private,explicit-call,available,176,150,cross-cutting.lookup,hp|rpm,
b147eb91b2f2fd18,thermal,m0112,m0112-p0009,procedure,user-form,sub,private,explicit-call,available,3,3,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0010,procedure,user-form,sub,private,explicit-call,available,25,18,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0011,procedure,user-form,sub,private,explicit-call,available,33,25,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0012,procedure,user-form,sub,private,explicit-call,available,33,27,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0013,procedure,user-form,sub,private,explicit-call,available,4,4,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0014,procedure,user-form,sub,private,explicit-call,available,4,4,,,
b147eb91b2f2fd18,thermal,m0112,m0112-p0015,procedure,user-form,sub,private,userform-event,available,5,5,,,
b147eb91b2f2fd18,thermal,m0113,m0113,module,standard-module,,,,available,121,0,cross-cutting.optimization|cross-cutting.unit-conversion,ft|in,com-automation|environment-access
b147eb91b2f2fd18,thermal,m0113,m0113-p0001,procedure,standard-module,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0113,m0113-p0002,procedure,standard-module,sub,public,explicit-call,available,7,7,,,
b147eb91b2f2fd18,thermal,m0113,m0113-p0003,procedure,standard-module,sub,public,explicit-call,available,30,24,cross-cutting.optimization|cross-cutting.unit-conversion,in,
b147eb91b2f2fd18,thermal,m0113,m0113-p0004,procedure,standard-module,function,public,explicit-call,available,45,29,,ft,environment-access
b147eb91b2f2fd18,thermal,m0113,m0113-p0005,procedure,standard-module,function,public,explicit-call,available,28,24,,,com-automation
c00c3d2869bee7b4,directional,m0001,m0001,module,standard-module,,,,available,190,0,cross-cutting.lookup|torque-drag.connection-capacity,h|in,database-access
c00c3d2869bee7b4,directional,m0001,m0001-p0001,procedure,standard-module,sub,public,explicit-call,available,3,3,,,
c00c3d2869bee7b4,directional,m0001,m0001-p0002,procedure,standard-module,sub,public,explicit-call,available,169,163,cross-cutting.lookup|torque-drag.connection-capacity,h|in,database-access
c00c3d2869bee7b4,directional,m0001,m0001-p0003,procedure,standard-module,sub,public,explicit-call,available,17,11,cross-cutting.lookup,,
c00c3d2869bee7b4,directional,m0002,m0002,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0003,m0003,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0004,m0004,module,class-or-document-module,,,,available,122,0,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,deg,
c00c3d2869bee7b4,directional,m0004,m0004-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,49,39,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,,
c00c3d2869bee7b4,directional,m0004,m0004-p0002,procedure,class-or-document-module,sub,private,explicit-call,available,3,2,,,
c00c3d2869bee7b4,directional,m0004,m0004-p0003,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
c00c3d2869bee7b4,directional,m0004,m0004-p0004,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
c00c3d2869bee7b4,directional,m0004,m0004-p0005,procedure,class-or-document-module,sub,private,explicit-call,available,17,15,,deg,
c00c3d2869bee7b4,directional,m0004,m0004-p0006,procedure,class-or-document-module,sub,private,explicit-call,available,20,18,,deg,
c00c3d2869bee7b4,directional,m0005,m0005,module,class-or-document-module,,,,available,122,0,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,deg,
c00c3d2869bee7b4,directional,m0005,m0005-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,49,39,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,,
c00c3d2869bee7b4,directional,m0005,m0005-p0002,procedure,class-or-document-module,sub,private,explicit-call,available,3,2,,,
c00c3d2869bee7b4,directional,m0005,m0005-p0003,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
c00c3d2869bee7b4,directional,m0005,m0005-p0004,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
c00c3d2869bee7b4,directional,m0005,m0005-p0005,procedure,class-or-document-module,sub,private,explicit-call,available,17,15,,deg,
c00c3d2869bee7b4,directional,m0005,m0005-p0006,procedure,class-or-document-module,sub,private,explicit-call,available,20,18,,deg,
c00c3d2869bee7b4,directional,m0006,m0006,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0007,m0007,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0008,m0008,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0009,m0009,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0010,m0010,module,class-or-document-module,,,,available,0,0,,,
c00c3d2869bee7b4,directional,m0011,m0011,module,unknown-module,,,,available,10,0,,,
d338233f05c5e396,directional,m0001,m0001,module,standard-module,,,,available,190,0,cross-cutting.lookup|torque-drag.connection-capacity,h|in,database-access
d338233f05c5e396,directional,m0001,m0001-p0001,procedure,standard-module,sub,public,explicit-call,available,3,3,,,
d338233f05c5e396,directional,m0001,m0001-p0002,procedure,standard-module,sub,public,explicit-call,available,169,163,cross-cutting.lookup|torque-drag.connection-capacity,h|in,database-access
d338233f05c5e396,directional,m0001,m0001-p0003,procedure,standard-module,sub,public,explicit-call,available,17,11,cross-cutting.lookup,,
d338233f05c5e396,directional,m0002,m0002,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0003,m0003,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0004,m0004,module,class-or-document-module,,,,available,122,0,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,deg,
d338233f05c5e396,directional,m0004,m0004-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,49,39,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,,
d338233f05c5e396,directional,m0004,m0004-p0002,procedure,class-or-document-module,sub,private,explicit-call,available,3,2,,,
d338233f05c5e396,directional,m0004,m0004-p0003,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
d338233f05c5e396,directional,m0004,m0004-p0004,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
d338233f05c5e396,directional,m0004,m0004-p0005,procedure,class-or-document-module,sub,private,explicit-call,available,17,15,,deg,
d338233f05c5e396,directional,m0004,m0004-p0006,procedure,class-or-document-module,sub,private,explicit-call,available,20,18,,deg,
d338233f05c5e396,directional,m0005,m0005,module,class-or-document-module,,,,available,122,0,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,deg,
d338233f05c5e396,directional,m0005,m0005-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,49,39,cross-cutting.lookup|directional.coordinates|torque-drag.connection-capacity,,
d338233f05c5e396,directional,m0005,m0005-p0002,procedure,class-or-document-module,sub,private,explicit-call,available,3,2,,,
d338233f05c5e396,directional,m0005,m0005-p0003,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
d338233f05c5e396,directional,m0005,m0005-p0004,procedure,class-or-document-module,sub,private,explicit-call,available,15,13,,,
d338233f05c5e396,directional,m0005,m0005-p0005,procedure,class-or-document-module,sub,private,explicit-call,available,17,15,,deg,
d338233f05c5e396,directional,m0005,m0005-p0006,procedure,class-or-document-module,sub,private,explicit-call,available,20,18,,deg,
d338233f05c5e396,directional,m0006,m0006,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0007,m0007,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0008,m0008,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0009,m0009,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0010,m0010,module,class-or-document-module,,,,available,0,0,,,
d338233f05c5e396,directional,m0011,m0011,module,unknown-module,,,,available,10,0,,,
dbfddbefee5b196d,uncategorized,m0001,m0001,module,class-or-document-module,,,,available,85,0,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0002,procedure,class-or-document-module,sub,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0003,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0004,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0005,procedure,class-or-document-module,property-get,public,explicit-call,available,22,16,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0006,procedure,class-or-document-module,property-get,public,explicit-call,available,28,19,,,
dbfddbefee5b196d,uncategorized,m0001,m0001-p0007,procedure,class-or-document-module,sub,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002,module,class-or-document-module,,,,available,144,0,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,10,6,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0002,procedure,class-or-document-module,sub,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0003,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0004,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0005,procedure,class-or-document-module,sub,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0006,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0007,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0008,procedure,class-or-document-module,property-get,public,explicit-call,available,13,8,,,
dbfddbefee5b196d,uncategorized,m0002,m0002-p0009,procedure,class-or-document-module,property-get,public,explicit-call,available,79,51,,,
dbfddbefee5b196d,uncategorized,m0003,m0003,module,class-or-document-module,,,,available,16,0,,mm,
dbfddbefee5b196d,uncategorized,m0003,m0003-p0001,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,mm,
dbfddbefee5b196d,uncategorized,m0003,m0003-p0002,procedure,class-or-document-module,property-get,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0004,m0004,module,standard-module,,,,available,257,0,bha.geometry|bha.motor-performance|directional.coordinates|directional.dogleg-severity|hydraulics.pressure-loss|hydraulics.reynolds-number|torque-drag.axial-load,min|rad|rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0001,procedure,standard-module,function,public,explicit-call,available,13,11,bha.geometry,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0002,procedure,standard-module,function,public,explicit-call,available,9,7,,rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0003,procedure,standard-module,function,public,explicit-call,available,9,7,,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0004,procedure,standard-module,function,public,explicit-call,available,13,10,hydraulics.pressure-loss,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0005,procedure,standard-module,function,public,explicit-call,available,24,21,,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0006,procedure,standard-module,function,public,explicit-call,available,13,11,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0007,procedure,standard-module,function,public,explicit-call,available,9,7,bha.motor-performance,rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0008,procedure,standard-module,function,public,explicit-call,available,9,7,,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0009,procedure,standard-module,function,public,explicit-call,available,10,8,bha.geometry,rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0010,procedure,standard-module,function,public,explicit-call,available,10,8,bha.geometry,rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0011,procedure,standard-module,function,public,explicit-call,available,10,8,bha.geometry,rpm,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0012,procedure,standard-module,function,public,explicit-call,available,13,11,,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0013,procedure,standard-module,function,public,explicit-call,available,13,11,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0014,procedure,standard-module,function,public,explicit-call,available,60,46,hydraulics.reynolds-number,min,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0015,procedure,standard-module,function,public,explicit-call,available,6,4,directional.dogleg-severity,rad,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0016,procedure,standard-module,function,public,explicit-call,available,9,7,directional.dogleg-severity,,
dbfddbefee5b196d,uncategorized,m0004,m0004-p0017,procedure,standard-module,function,public,explicit-call,available,9,7,directional.coordinates,,
dbfddbefee5b196d,uncategorized,m0005,m0005,module,standard-module,,,,available,1186,0,hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity,min|rpm,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0001,procedure,standard-module,sub,private,explicit-call,available,66,45,hydraulics.pressure-loss|torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0002,procedure,standard-module,sub,public,explicit-call,available,113,93,hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity,rpm,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0003,procedure,standard-module,sub,private,explicit-call,available,17,15,hydraulics.pressure-loss|torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0004,procedure,standard-module,sub,private,explicit-call,available,42,31,hydraulics.pressure-loss,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0005,procedure,standard-module,sub,private,explicit-call,available,24,17,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0006,procedure,standard-module,sub,private,explicit-call,available,30,21,,rpm,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0007,procedure,standard-module,sub,private,explicit-call,available,22,15,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0008,procedure,standard-module,sub,private,explicit-call,available,237,200,torque-drag.axial-load|torque-drag.connection-capacity,min|rpm,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0009,procedure,standard-module,sub,private,explicit-call,available,18,16,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0010,procedure,standard-module,sub,private,explicit-call,available,28,21,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0011,procedure,standard-module,sub,private,explicit-call,available,36,31,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0012,procedure,standard-module,sub,private,explicit-call,available,20,16,torque-drag.axial-load,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0013,procedure,standard-module,sub,private,explicit-call,available,8,5,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0014,procedure,standard-module,function,private,explicit-call,available,23,17,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0015,procedure,standard-module,function,private,explicit-call,available,24,17,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0016,procedure,standard-module,function,private,explicit-call,available,14,10,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0017,procedure,standard-module,function,private,explicit-call,available,30,22,,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0018,procedure,standard-module,function,private,explicit-call,available,26,19,hydraulics.pressure-loss,,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0019,procedure,standard-module,sub,private,explicit-call,available,233,181,torque-drag.axial-load,rpm,
dbfddbefee5b196d,uncategorized,m0005,m0005-p0020,procedure,standard-module,sub,private,explicit-call,available,42,31,hydraulics.pressure-loss,,
dbfddbefee5b196d,uncategorized,m0006,m0006,module,standard-module,,,,available,88,0,cross-cutting.lookup,,
dbfddbefee5b196d,uncategorized,m0006,m0006-p0001,procedure,standard-module,function,public,explicit-call,available,17,15,cross-cutting.lookup,,
dbfddbefee5b196d,uncategorized,m0006,m0006-p0002,procedure,standard-module,function,public,explicit-call,available,23,21,,,
dbfddbefee5b196d,uncategorized,m0006,m0006-p0003,procedure,standard-module,function,public,explicit-call,available,14,10,cross-cutting.lookup,,
dbfddbefee5b196d,uncategorized,m0006,m0006-p0004,procedure,standard-module,function,public,explicit-call,available,23,17,,,
dbfddbefee5b196d,uncategorized,m0006,m0006-p0005,procedure,standard-module,function,public,explicit-call,available,5,3,,,
dbfddbefee5b196d,uncategorized,m0007,m0007,module,standard-module,,,,available,34,0,,,
dbfddbefee5b196d,uncategorized,m0007,m0007-p0001,procedure,standard-module,sub,public,explicit-call,available,14,9,,,
dbfddbefee5b196d,uncategorized,m0007,m0007-p0002,procedure,standard-module,sub,public,explicit-call,available,17,12,,,
dbfddbefee5b196d,uncategorized,m0008,m0008,module,class-or-document-module,,,,available,1082,0,bha.geometry|bha.motor-performance|directional.coordinates|hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.torque,bar|ft|h|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,71,61,bha.motor-performance|directional.coordinates|hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.torque,rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0002,procedure,class-or-document-module,sub,public,explicit-call,available,29,24,bha.motor-performance|torque-drag.axial-load,bar|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0003,procedure,class-or-document-module,sub,public,explicit-call,available,93,72,hydraulics.pressure-loss,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0004,procedure,class-or-document-module,sub,public,explicit-call,available,40,30,bha.motor-performance,bar|ft|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0005,procedure,class-or-document-module,sub,public,explicit-call,available,38,28,,bar|ft|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0006,procedure,class-or-document-module,sub,public,explicit-call,available,41,29,hydraulics.pressure-loss,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0007,procedure,class-or-document-module,sub,public,explicit-call,available,42,31,bha.motor-performance,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0008,procedure,class-or-document-module,sub,public,explicit-call,available,38,28,,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0009,procedure,class-or-document-module,sub,public,explicit-call,available,43,32,torque-drag.torque,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0010,procedure,class-or-document-module,sub,public,explicit-call,available,40,30,bha.geometry,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0011,procedure,class-or-document-module,sub,public,explicit-call,available,40,29,torque-drag.axial-load,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0012,procedure,class-or-document-module,sub,public,explicit-call,available,44,34,bha.geometry,bar|ft|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0013,procedure,class-or-document-module,sub,public,explicit-call,available,49,39,bha.geometry,bar|ft|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0014,procedure,class-or-document-module,sub,public,explicit-call,available,43,33,bha.geometry,bar|ft|percent|rpm,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0015,procedure,class-or-document-module,sub,public,explicit-call,available,41,31,,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0016,procedure,class-or-document-module,sub,public,explicit-call,available,77,56,,bar|ft|h|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0017,procedure,class-or-document-module,sub,public,explicit-call,available,41,30,torque-drag.axial-load,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0018,procedure,class-or-document-module,sub,public,explicit-call,available,47,34,directional.coordinates,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0019,procedure,class-or-document-module,sub,public,explicit-call,available,54,39,,bar|ft|percent,
dbfddbefee5b196d,uncategorized,m0008,m0008-p0020,procedure,class-or-document-module,sub,public,explicit-call,available,9,4,,,
dbfddbefee5b196d,uncategorized,m0009,m0009,module,class-or-document-module,,,,available,1,0,,,
dbfddbefee5b196d,uncategorized,m0010,m0010,module,class-or-document-module,,,,available,1,0,,,
dbfddbefee5b196d,uncategorized,m0011,m0011,module,class-or-document-module,,,,available,43,0,,s,
dbfddbefee5b196d,uncategorized,m0011,m0011-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,41,31,,s,
dbfddbefee5b196d,uncategorized,m0012,m0012,module,class-or-document-module,,,,available,1,0,,,
dbfddbefee5b196d,uncategorized,m0013,m0013,module,class-or-document-module,,,,available,1,0,,,
dbfddbefee5b196d,uncategorized,m0014,m0014,module,class-or-document-module,,,,available,221,0,bha.motor-performance|directional.coordinates|directional.dogleg-severity|hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.torque,ft|m^2|percent|rad|rpm,
dbfddbefee5b196d,uncategorized,m0014,m0014-p0001,procedure,class-or-document-module,sub,public,explicit-call,available,151,125,directional.coordinates|directional.dogleg-severity,ft|m^2|percent|rad,
dbfddbefee5b196d,uncategorized,m0014,m0014-p0002,procedure,class-or-document-module,sub,public,explicit-call,available,67,62,bha.motor-performance|directional.coordinates|hydraulics.pressure-loss|torque-drag.axial-load|torque-drag.connection-capacity|torque-drag.torque,rpm,
e2a8f7179c81b8c0,torque-drag-drillstring,m0001,m0001,module,class-or-document-module,,,,available,22,0,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0001,m0001-p0001,procedure,class-or-document-module,sub,private,worksheet-event,available,3,3,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0001,m0001-p0002,procedure,class-or-document-module,sub,private,worksheet-event,available,3,2,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0001,m0001-p0003,procedure,class-or-document-module,sub,private,worksheet-event,available,14,14,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0002,m0002,module,class-or-document-module,,,,available,41,0,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0002,m0002-p0001,procedure,class-or-document-module,sub,private,worksheet-event,available,3,3,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0002,m0002-p0002,procedure,class-or-document-module,sub,private,worksheet-event,available,3,2,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0002,m0002-p0003,procedure,class-or-document-module,sub,private,worksheet-event,available,33,33,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0003,m0003,module,class-or-document-module,,,,available,0,0,,,
e2a8f7179c81b8c0,torque-drag-drillstring,m0004,m0004,module,class-or-document-module,,,,available,0,0,,,
f0be457863a6cecc,hydraulics,m0001,m0001,module,standard-module,,,,available,45,0,,,
f0be457863a6cecc,hydraulics,m0001,m0001-p0001,procedure,standard-module,sub,public,explicit-call,available,40,32,,,
f0be457863a6cecc,hydraulics,m0002,m0002,module,class-or-document-module,,,,available,0,0,,,
f0be457863a6cecc,hydraulics,m0003,m0003,module,class-or-document-module,,,,available,0,0,,,
f0be457863a6cecc,hydraulics,m0004,m0004,module,unknown-module,,,,available,4,0,cross-cutting.unit-conversion,,
