workbook_id,category,extension,sheet_index,sheet_id,sheet_kind,visibility,rows_used,columns_used,populated_cells,formula_cells,formula_families,external_reference_formulas,volatile_formula_cells,functions,calculation_topics,unit_evidence_count,unit_dimensions,canonical_units,warning_count,extraction_method,extraction_status
d3f73f2583b83fa0,bha-tools,.xls,1,s0001,worksheet,visible,51,14,324,24,11,0,0,IF|SUM,bha.geometry,18,length|linear_mass|mass|power|time,ft|hp|in|kg|kg/m|m|s,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,2,s0002,worksheet,visible,52,14,246,21,13,0,0,IF|SUM|UDF,bha.geometry|torque-drag.connection-capacity,17,length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,3,s0003,worksheet,visible,51,14,292,22,12,0,0,IF|SUM,bha.geometry,18,length|linear_mass|mass|power|time,ft|hp|in|kg|kg/m|m|s,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,4,s0004,worksheet,visible,53,14,345,33,14,0,0,IF|SUM,bha.geometry|torque-drag.connection-capacity,17,length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,5,s0005,worksheet,visible,55,14,313,25,12,0,0,IF|SUM,bha.geometry,18,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,6,s0006,worksheet,visible,69,15,521,39,11,0,0,IF|SUM,bha.geometry,19,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,7,s0007,worksheet,visible,69,15,515,41,12,0,0,IF|SUM,bha.geometry,19,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,8,s0008,worksheet,visible,69,15,515,39,12,0,0,IF|SUM,bha.geometry,19,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,9,s0009,worksheet,visible,66,15,481,36,12,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,10,s0010,worksheet,visible,68,15,508,44,12,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,11,s0011,worksheet,visible,67,15,507,18,12,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,12,s0012,worksheet,visible,67,15,507,13,12,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,13,s0013,worksheet,visible,61,15,422,15,11,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,14,s0014,worksheet,visible,61,15,422,12,11,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,15,s0015,worksheet,visible,61,15,422,12,11,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,16,s0016,worksheet,visible,69,15,539,13,12,0,0,IF|SUM,bha.geometry,19,length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,17,s0017,worksheet,visible,70,15,554,13,12,0,0,IF|SUM,bha.geometry,19,length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,18,s0018,worksheet,visible,70,15,554,13,12,0,0,IF|SUM,bha.geometry,19,length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,19,s0019,worksheet,visible,85,15,754,15,12,0,0,IF|SUM,bha.geometry,21,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,20,s0020,worksheet,visible,78,15,656,11,10,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,21,s0021,worksheet,visible,85,15,754,21,12,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,22,s0022,worksheet,visible,85,15,754,11,10,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,23,s0023,worksheet,visible,72,15,599,9,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,24,s0024,worksheet,visible,77,15,674,11,10,0,0,IF|SUM|UDF,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,25,s0025,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,26,s0026,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,27,s0027,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,28,s0028,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,29,s0029,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,30,s0030,worksheet,visible,72,15,599,8,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,31,s0031,worksheet,visible,70,15,396,8,7,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,32,s0032,worksheet,visible,75,15,640,11,8,0,0,IF|SUM|UDF,bha.geometry,21,density_ratio|length|linear_mass|mass|power|volume,bbl|ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,33,s0033,worksheet,visible,68,15,383,24,10,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d3f73f2583b83fa0,bha-tools,.xls,34,s0034,worksheet,visible,70,15,384,8,7,0,0,IF|SUM,bha.geometry,20,density_ratio|length|linear_mass|mass|power,ft|hp|in|kg|kg/m|m|specific-gravity,1,calamine-static,ok
d48acc7d8e572848,bha-tools,.xls,1,s0001,worksheet,visible,30,24,86,23,10,0,0,IF,bha.geometry,23,length|penetration_rate,ft/h|in,1,calamine-static,ok
d90d33dfed854317,bha-tools,.xlsx,1,s0001,worksheet,visible,72,8,46,0,0,0,0,,bha.geometry,0,,,0,openpyxl-read-only,ok
dbfddbefee5b196d,uncategorized,.xlsb,1,s0001,worksheet,visible,154579,67,10356793,4,1,0,0,,cross-cutting.validation,3,rotational_speed,rpm,1,calamine-static,ok
dbfddbefee5b196d,uncategorized,.xlsb,2,s0002,worksheet,visible,154579,5,772883,4,1,0,0,,cross-cutting.validation,0,,,1,calamine-static,ok
dbfddbefee5b196d,uncategorized,.xlsb,3,s0003,worksheet,visible,1220,2,2440,0,0,0,0,,cross-cutting.validation,2,length|pressure,ft|psi,1,calamine-static,ok
dbfddbefee5b196d,uncategorized,.xlsb,4,s0004,worksheet,visible,154579,3,291281,0,0,0,0,,cross-cutting.validation,0,,,1,calamine-static,ok
dbfddbefee5b196d,uncategorized,.xlsb,5,s0005,worksheet,visible,24,4,96,0,0,0,0,,cross-cutting.validation,0,,,1,calamine-static,ok
dbfddbefee5b196d,uncategorized,.xlsb,6,s0006,worksheet,visible,6,23,138,0,0,0,0,,cross-cutting.validation,0,,,1,calamine-static,ok
dc888cd53f297b84,thermal,.xls,1,s0001,worksheet,visible,195,9,88,10,9,0,0,LN,cross-cutting.lookup|thermal.geothermal-gradient|thermal.heat-exchange,31,heat_transfer_coefficient|length|power|temperature|thermal_conductivity|time,Btu/(h*ft*degF)|Btu/(h*ft^2*degF)|degF|ft|h|hp|kW,1,calamine-static,ok
dc888cd53f297b84,thermal,.xls,2,s0002,worksheet,visible,142,13,65,0,0,0,0,,thermal.unresolved,12,density|pressure|temperature|thermal_conductivity|velocity,Btu/(h*ft*degF)|degC|degF|g/cm^3|lbm/gal|m/s|psia,1,calamine-static,ok
dc888cd53f297b84,thermal,.xls,3,s0003,worksheet,visible,155,22,891,142,34,0,0,,cross-cutting.lookup,85,angle|area|density|energy|fraction|heat_transfer_coefficient|length|mass|pressure|specific_heat_capacity|temperature|thermal_conductivity,Btu|Btu/(h*ft*degF)|Btu/(lbm*degF)|K|W/(m^2*K)|cm|deg|degC|ft|ft^2|g/cm^3|in|kg|kg/m^3|lbm/ft^3|m^2|percent|psi,1,calamine-static,ok
de6f0fc41517cd0b,well-control,.xls,1,s0001,worksheet,visible,18,17,79,7,7,0,0,SQRT,well-control.unresolved,3,length|pressure|temperature,degF|in|psia,1,calamine-static,ok
de6f0fc41517cd0b,well-control,.xls,2,s0002,worksheet,visible,0,0,0,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
de6f0fc41517cd0b,well-control,.xls,3,s0003,worksheet,visible,0,0,0,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
e2a8f7179c81b8c0,torque-drag-drillstring,.xlsm,1,s0001,worksheet,visible,37,12,83,11,1,11,0,,bha.geometry,7,force|length,ft|in|kN|m|mm,0,openpyxl-read-only,ok
e2a8f7179c81b8c0,torque-drag-drillstring,.xlsm,2,s0002,worksheet,visible,35,38,156,30,1,30,0,,hydraulics.fluid-properties,26,density|length|linear_mass|pressure,MPa|ft|in|kg/m^3|lbm/ft|lbm/ft^3|m|mm|psi,0,openpyxl-read-only,ok
e2a8f7179c81b8c0,torque-drag-drillstring,.xlsm,3,s0003,worksheet,visible,17,10,41,0,0,0,0,,torque-drag.unresolved,6,length,ft|in|m|mm,0,openpyxl-read-only,ok
e729a48f04acf271,well-control,.xls,1,s0001,worksheet,visible,17,2,26,6,6,0,0,LOOKUP|SQRT|UDF,hydraulics.fluid-properties|hydraulics.hydrostatic-pressure,4,density_ratio|pressure|volume,m^3|psia|psig|specific-gravity,1,calamine-static,ok
e729a48f04acf271,well-control,.xls,2,s0002,worksheet,visible,22,10,155,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
e729a48f04acf271,well-control,.xls,3,s0003,worksheet,visible,42,10,309,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
e729a48f04acf271,well-control,.xls,4,s0004,worksheet,visible,64,6,351,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
e729a48f04acf271,well-control,.xls,5,s0005,worksheet,visible,11,3,12,1,1,0,0,,well-control.unresolved,3,length|pressure|velocity,ft/s|in|psia,1,calamine-static,ok
e729a48f04acf271,well-control,.xls,6,s0006,worksheet,hidden,171,6,343,0,0,0,0,,well-control.unresolved,0,,,1,calamine-static,ok
e7cb09f7199d8263,hydraulics,.xlsx,1,s0001,worksheet,visible,56,9,115,1,1,0,0,SUM,cross-cutting.validation,27,angle|area|density|dynamic_viscosity|length|penetration_rate|pressure|rotational_speed|time|volumetric_flow,cP|ft|ft/h|ft^2|gal/min|in|min|mm|ppg|psi|rad|rpm,0,openpyxl-read-only,ok
e7cb09f7199d8263,hydraulics,.xlsx,2,s0002,worksheet,visible,86,9,312,0,0,0,0,,hydraulics.rheology,110,length|penetration_rate|pressure|rotational_speed|volumetric_flow,ft|ft/h|gal/min|psi|rpm,0,openpyxl-read-only,ok
e7cb09f7199d8263,hydraulics,.xlsx,3,s0003,worksheet,visible,84,12,660,420,3,0,0,ABS,hydraulics.equivalent-circulating-density|hydraulics.pressure-loss,18,density|pressure|rotational_speed|volumetric_flow,gal/min|ppg|psi|rpm,0,openpyxl-read-only,ok
e7cb09f7199d8263,hydraulics,.xlsx,4,s0004,worksheet,visible,47,10,4,0,0,0,0,,hydraulics.rheology,0,,,0,openpyxl-read-only,ok
e8e922ac045c3b52,hydraulics,.xlsx,1,s0001,worksheet,visible,48,11,224,2,2,0,0,LN,hydraulics.rheology,0,,,0,openpyxl-read-only,ok
e8e922ac045c3b52,hydraulics,.xlsx,2,s0002,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.rheology,0,,,0,openpyxl-read-only,ok
e8e922ac045c3b52,hydraulics,.xlsx,3,s0003,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.rheology,0,,,0,openpyxl-read-only,ok
ed945bbfd0732f3a,hydraulics,.xlsx,1,s0001,worksheet,visible,744,25,9623,94,1,0,0,,hydraulics.unresolved,0,,,0,openpyxl-read-only,ok
ed945bbfd0732f3a,hydraulics,.xlsx,2,s0002,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.unresolved,0,,,0,openpyxl-read-only,ok
ed945bbfd0732f3a,hydraulics,.xlsx,3,s0003,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.unresolved,0,,,0,openpyxl-read-only,ok
eead67a5b5e26825,hydraulics,.xlsx,1,s0001,worksheet,visible,56,9,115,1,1,0,0,SUM,cross-cutting.validation,27,angle|area|density|dynamic_viscosity|length|penetration_rate|pressure|rotational_speed|time|volumetric_flow,cP|ft|ft/h|ft^2|gal/min|in|min|mm|ppg|psi|rad|rpm,0,openpyxl-read-only,ok
eead67a5b5e26825,hydraulics,.xlsx,2,s0002,worksheet,visible,86,9,312,0,0,0,0,,hydraulics.rheology,110,length|penetration_rate|pressure|rotational_speed|volumetric_flow,ft|ft/h|gal/min|psi|rpm,0,openpyxl-read-only,ok
eead67a5b5e26825,hydraulics,.xlsx,3,s0003,worksheet,visible,84,22,930,300,2,0,0,ABS,hydraulics.equivalent-circulating-density,18,density|pressure|rotational_speed|volumetric_flow,gal/min|ppg|psi|rpm,0,openpyxl-read-only,ok
eead67a5b5e26825,hydraulics,.xlsx,4,s0004,worksheet,visible,47,10,4,0,0,0,0,,hydraulics.rheology,0,,,0,openpyxl-read-only,ok
f0be457863a6cecc,hydraulics,.xls,1,s0001,worksheet,visible,18,8,50,7,4,0,0,PI,hydraulics.hydrostatic-pressure|hydraulics.pressure-loss|hydraulics.two-phase-flow,14,length|power|pressure|time|velocity|volume|volumetric_flow,cm|hp|kPa|m/s|m^3|m^3/min|min|mm,1,calamine-static,ok
f0be457863a6cecc,hydraulics,.xls,2,s0002,worksheet,visible,38,5,75,34,28,0,0,ABS|ACOS|COS|IF|MAX|PI,cross-cutting.unit-conversion|hydraulics.two-phase-flow,4,length|pressure|volumetric_flow,kPa|m|m^3/min,1,calamine-static,ok
f0be457863a6cecc,hydraulics,.xls,3,s0003,worksheet,visible,38,5,75,34,28,0,0,ABS|ACOS|COS|IF|MAX|PI,hydraulics.two-phase-flow,6,length|pressure|time|volumetric_flow,gal/min|m|min|psi,1,calamine-static,ok
f0be457863a6cecc,hydraulics,.xls,4,s0004,vba-module,visible,0,0,0,0,0,0,0,,hydraulics.two-phase-flow,0,,,1,calamine-static,ok
f2ee68608fec03f5,hydraulics,.xls,1,s0001,worksheet,visible,44,17,249,0,0,0,0,,hydraulics.unresolved,14,fraction|length|temperature|time|volume,bbl|degF|h|m|mm|percent,1,calamine-static,ok
f2ee68608fec03f5,hydraulics,.xls,2,s0002,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.unresolved,0,,,1,calamine-static,ok
f2ee68608fec03f5,hydraulics,.xls,3,s0003,worksheet,visible,0,0,0,0,0,0,0,,hydraulics.unresolved,0,,,1,calamine-static,ok
f2ee68608fec03f5,hydraulics,.xls,4,s0004,worksheet,visible,44,17,106,0,0,0,0,,hydraulics.unresolved,14,fraction|length|temperature|time|volume,bbl|degF|h|m|mm|percent,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,1,s0001,worksheet,visible,432,256,10620,199,42,0,0,ACOS|ATAN|ATAN2|AVERAGE|COS|DEGREES|IF|INDEX|MATCH|OR|PI|RADIANS|ROUND|SIN|SQRT|TAN|UDF,directional.dogleg-severity,2,fraction,percent,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,2,s0002,worksheet,visible,501,37,6738,1448,5,0,0,ACOS|ATAN2|COS|IF|PI|SIN,directional.coordinates,29,angle|length|time,deg|ft|h|rad,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,3,s0003,worksheet,visible,10848,44,12308,36,13,0,0,ACOS|ASIN|COS|DEGREES|IF|INDEX|MATCH|PI|RADIANS|SIN|TAN|UDF|VLOOKUP,directional.coordinates,1,time,s,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,4,s0004,worksheet,visible,124,23,1832,225,13,0,0,ASIN|ATAN|AVERAGE|DEGREES|IF|MAX|PI|SIN|SUM|VLOOKUP,directional.coordinates,0,,,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,5,s0005,worksheet,visible,10851,22,21715,0,0,0,0,,directional.unresolved,0,,,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,6,s0006,worksheet,visible,1372,12,3929,8,2,0,0,IF,directional.unresolved,0,,,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,7,s0007,worksheet,visible,432,256,9703,287,42,0,0,ACOS|ATAN|ATAN2|AVERAGE|COS|DEGREES|IF|INDEX|MATCH|OR|PI|RADIANS|SIN|SQRT|TAN|UDF,directional.dogleg-severity,2,fraction,percent,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,8,s0008,worksheet,visible,3,10,21,5,4,0,0,,directional.coordinates,2,length,ft,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,9,s0009,worksheet,visible,9,7,14,2,2,0,0,RADIANS|TAN,directional.coordinates,0,,,1,calamine-static,ok
f6201fb121ebbf2c,directional,.xls,10,s0010,worksheet,visible,0,0,0,0,0,0,0,,directional.unresolved,0,,,1,calamine-static,ok
fa4a08f6c42eb693,torque-drag-drillstring,.xlsx,1,s0001,worksheet,visible,681,10,6810,1362,1,0,0,,torque-drag.axial-load,0,,,0,openpyxl-read-only,ok
fa4a08f6c42eb693,torque-drag-drillstring,.xlsx,2,s0002,worksheet,visible,0,0,0,0,0,0,0,,torque-drag.axial-load,0,,,0,openpyxl-read-only,ok
fa4a08f6c42eb693,torque-drag-drillstring,.xlsx,3,s0003,worksheet,visible,0,0,0,0,0,0,0,,torque-drag.axial-load,0,,,0,openpyxl-read-only,ok
fd6bc4683cd208c1,torque-drag-drillstring,.xls,1,s0001,worksheet,visible,21,9,17,0,0,0,0,,torque-drag.axial-load|torque-drag.torque,0,,,1,calamine-static,ok
fd6bc4683cd208c1,torque-drag-drillstring,.xls,2,s0002,worksheet,visible,126,13,65,0,0,0,0,,torque-drag.axial-load|torque-drag.torque,0,,,1,calamine-static,ok
fd6bc4683cd208c1,torque-drag-drillstring,.xls,3,s0003,worksheet,visible,157,6,295,0,0,0,0,,torque-drag.axial-load|torque-drag.torque,5,force|length|torque,ft|ft*lbf|lbf,1,calamine-static,ok
fd6bc4683cd208c1,torque-drag-drillstring,.xls,4,s0004,worksheet,visible,107,13,220,0,0,0,0,,torque-drag.axial-load|torque-drag.torque,7,angle|force|length|torque,deg|ft|ft*lbf|lbf,1,calamine-static,ok
fd6bc4683cd208c1,torque-drag-drillstring,.xls,5,s0005,chart-sheet,visible,0,0,0,0,0,0,0,,torque-drag.axial-load|torque-drag.torque,0,,,1,calamine-static,ok
